Date,A,AA
2012-04-04,30.585368908539,9.494865189283
2012-04-05,31.305600503779,9.320647479387901
2012-04-09,30.452510653106998,9.291611194405402
2012-04-10,29.578443183155,9.0206058679019
2012-04-11,29.697316359069,9.5819740442306
2012-04-12,30.438525573586997,9.8433006090733
2012-04-13,29.536487944597997,9.5335802359264
2012-04-16,29.361674450606998,9.543258997587198
2012-04-17,29.823182074741997,9.6690828991782
2012-04-18,29.592428262673998,9.630367852534802
2012-04-19,29.31272667229,9.4464713809789
2012-04-20,29.438592387963,9.3883988110138
2012-04-23,28.858211587915,9.320647479387901
2012-04-24,27.830308243252002,9.3496837643705
2012-04-25,28.795278730079,9.5045439509439
2012-04-26,29.361674450606998,9.543258997587198
2012-04-27,29.760249216905,9.436792619318
2012-04-30,29.49453270604,9.417435095996302
2012-05-01,30.046943347048998,9.6497253758565
2012-05-02,30.095891125366002,9.417435095996302
2012-05-03,29.515510325319,9.272253671083801
2012-05-04,28.676405554165,9.0689996762061
2012-05-07,28.571517457771,9.030284629562802
2012-05-08,28.158957611954,8.9141394896327
2012-05-09,27.921211260127002,8.856066919667699
2012-05-10,27.788353004695,8.836709396346
2012-05-11,27.585569351666003,8.797866717680698
2012-05-14,27.200979664887,8.6619173423523
2012-05-15,28.326778566185002,8.4579932793597
2012-05-16,27.802338084214,8.2443585467008
2012-05-17,27.711435067339,8.2540692163671
2012-05-18,27.082106488974,8.1860945287029
2012-05-21,27.963166498685002,8.3511759130303
2012-05-22,28.312793486666003,8.2443585467008
2012-05-23,28.508584599935002,8.3608865826966
2012-05-24,28.683398093925,8.3803079220292
2012-05-25,28.676405554165,8.3803079220292
2012-05-29,29.49453270604,8.6327853333534
2012-05-30,28.914151905991996,8.331754573697701
2012-05-31,28.431666662579,8.3026225646987
2012-06-01,26.725486961234,8.0598558230409
2012-06-04,26.459770450369,8.1472518500377
2012-06-05,26.774434739551,8.2055158680356
2012-06-06,27.809330623974,8.3900185916955
2012-06-07,27.942188879406,8.3026225646987
2012-06-08,27.69045744806,8.2734905556998
2012-06-11,27.256919982964,8.0792771623735
2012-06-12,27.599554431185002,8.2734905556998
2012-06-13,27.270905062484,8.234647877034499
2012-06-14,27.51564395407,8.3997292613619
2012-06-15,27.977151578204,8.5648106456892
2012-06-18,28.075047134839,8.4385719400271
2012-06-19,28.7743011108,8.6424960030197
2012-06-20,28.41768158306,8.6619173423523
2012-06-21,27.354815539599,8.3026225646987
2012-06-22,27.291882681762,8.3705972523629
2012-06-25,26.333904734696002,8.1472518500377
2012-06-26,26.564658546763,8.1472518500377
2012-06-27,26.816389978109,8.283201225366101
2012-06-28,26.375859973253004,8.2637798860335
2012-06-29,27.488743653614996,8.496835958025
2012-07-02,27.257569203928,8.3803079220292
2012-07-03,27.698902244239,8.6424960030197
2012-07-05,27.579812376218,8.6619173423523
2012-07-06,26.599072286640002,8.4774146186924
2012-07-09,26.353887264245,8.5065466276913
2012-07-10,26.262818541641998,8.156962519703999
2012-07-11,26.052659951018,8.1084091713724
2012-07-12,25.583305765290998,8.0598558230409
2012-07-13,25.947580655706002,8.1763838590366
2012-07-16,25.800469642269,8.0889878320398
2012-07-17,26.15773924633,8.0404344837082
2012-07-18,26.872278454451,8.0889878320398
2012-07-19,26.942331317992,8.1375411803714
2012-07-20,26.311855546121002,8.0210131443756
2012-07-23,25.702395633311,7.9044851083798005
2012-07-24,24.945824707065,7.7879570723841
2012-07-25,25.317104883834,7.7879570723841
2012-07-26,25.646353342477997,7.9530384567114005
2012-07-27,26.578056427578,8.2055158680356
2012-07-30,26.746183300077,8.2055158680356
2012-07-31,26.823241449972,8.2249372073682
2012-08-01,26.746183300077,8.2152265377019
2012-08-02,26.444955986849,7.971595857461599
2012-08-03,27.397674931011,8.1567551744442
2012-08-06,27.481738367261,8.2834431281692
2012-08-07,28.196277575382,8.3808954002653
2012-08-08,28.483494315900998,8.5757999444575
2012-08-09,28.581568324859,8.6342713077151
2012-08-10,28.392425593298,8.7512140342305
2012-08-13,28.287346297986,8.6050356260863
2012-08-14,28.364404447880997,8.4686024451518
2012-08-15,28.357399161527,8.507583353990201
2012-08-16,26.024638805601,8.5465642628286
